level_0,@module_x,@class_x,name_x,@version_x,X.discharge_capacity_cycle_2,X.max_discharge_capacity_difference,X.discharge_capacity_cycle_100,X.integrated_time_temperature_cycles_1:100,X.charge_time_cycles_1:5,X.abs_min_discharge_capacity_difference_cycles_2:100,X.abs_mean_discharge_capacity_difference_cycles_2:100,X.abs_variance_discharge_capacity_difference_cycles_2:100,X.abs_skew_discharge_capacity_difference_cycles_2:100,X.abs_kurtosis_discharge_capacity_difference_cycles_2:100,X.abs_first_discharge_capacity_difference_cycles_2:100,X.max_temperature_cycles_1:100,X.min_temperature_cycles_1:100,X.slope_discharge_capacity_cycle_number_2:100,X.intercept_discharge_capacity_cycle_number_2:100,X.slope_discharge_capacity_cycle_number_91:100,X.intercept_discharge_capacity_cycle_number_91:100,X.min_internal_resistance_cycles_2:100,X.internal_resistance_cycle_2,X.internal_resistance_difference_cycles_2:100,X.nominal_capacity_by_median,metadata.barcode_x,metadata.protocol_x,metadata.channel_id_x,metadata.parameters.init_pred_cycle,metadata.parameters.mid_pred_cycle,metadata.parameters.final_pred_cycle,metadata.parameters.n_nominal_cycles,bat_num,batches,bat_name,index,@module_y,@class_y,name_y,@version_y,X.capacity_0.98,X.capacity_0.95,X.capacity_0.92,X.capacity_0.89,X.capacity_0.86,X.capacity_0.83,X.capacity_0.8,metadata.barcode_y,metadata.protocol_y,metadata.channel_id_y,metadata.parameters.thresh_max_cap,metadata.parameters.thresh_min_cap,metadata.parameters.interval_cap
94,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000042_CH36_features_DeltaQFastCharge.json,2021.1.11.15,1.0651143,0.8883302,1.072073,238273.92065836588,588.7999877929688,-1.2976505382394912,-1.6389732099664374,-3.323919097259849,-1.5055443848909906,0.2680727625589129,-1.346275099194668,40.03132629394531,30.037389755249023,5.627696969694947e-06,1.0729914787878787,-6.474909090907634e-05,1.0783864490909074,0.01696951687335968,0.017559755593538284,-0.000560324639081955,1.0738501999999999,el150800460628,2017-06-30_tests\20170630-5_2C_71per_3C.sdu,35,10,91,100,40,36,b2,b2c36,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000042_CH36_features_TrajectoryFastCharge.json,2021.1.11.15,239,354,399,425,442,458,473,el150800460628,2017-06-30_tests\20170630-5_2C_71per_3C.sdu,35,0.98,0.78,0.03
95,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000043_CH16_features_DeltaQFastCharge.json,2021.1.11.15,1.0651031000000002,0.8804459,1.0669945,234539.90515543622,640.0,-1.315228363527792,-1.660001737705853,-3.3739988313740614,-1.6430725987114305,0.26389149896811576,-1.3591176670069902,39.45745849609375,29.682395935058594,-5.334488188002729e-05,1.0741794552051123,-0.0001652066666666476,1.0833644199999979,0.017548179253935814,0.018386904150247574,-0.00068647600710392,1.0735028,el150800460451,2017-06-30_tests\20170630-3_6C_9per_5C.sdu,15,10,91,100,40,16,b2,b2c16,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000043_CH16_features_TrajectoryFastCharge.json,2021.1.11.15,190,251,251,251,251,552,576,el150800460451,2017-06-30_tests\20170630-3_6C_9per_5C.sdu,15,0.98,0.78,0.03
96,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000044_CH11_features_DeltaQFastCharge.json,2021.1.11.15,1.0702003,0.6093251000000002,1.0614847,178767.12500406904,537.5999755859375,-1.1919368354643611,-1.4890402239041463,-3.0679055449139407,-0.9540701611937763,0.28497674371988524,-1.2675684490888208,35.50493240356445,29.662240982055664,-0.0001346795485466988,1.0766654925788497,-0.00023127454545451552,1.0844170145454513,0.015036267228424549,0.0157944243401289,-0.000630255788564682,1.07393445,EL150800464002,2017-05-12_TESTS\20170512-5_4C-80PER_5_4C.SDU,10,10,91,100,40,11,b1,b1c11,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000044_CH11_features_TrajectoryFastCharge.json,2021.1.11.15,137,255,360,441,492,525,536,EL150800464002,2017-05-12_TESTS\20170512-5_4C-80PER_5_4C.SDU,10,0.98,0.78,0.03
97,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000044_CH12_features_DeltaQFastCharge.json,2021.1.11.15,1.0800718999999999,0.6066525,1.0769062,184036.17610677084,512.0,-1.1754895778566365,-1.476568693532713,-3.0505578799252104,-0.9357848660093677,0.28009463232358506,-1.2972087565539472,37.61555862426758,29.94864273071289,-7.707887322201814e-05,1.0861142072974643,-0.00015791454545456795,1.0925429545454564,0.014894895255565643,0.015499363653361797,-0.0003557289019227028,1.0846494,EL150800463871,2017-05-12_TESTS\20170512-5_4C-80PER_5_4C.SDU,11,10,91,100,40,12,b1,b1c12,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000044_CH12_features_TrajectoryFastCharge.json,2021.1.11.15,180,333,438,492,526,549,561,EL150800463871,2017-05-12_TESTS\20170512-5_4C-80PER_5_4C.SDU,11,0.98,0.78,0.03
98,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000045_CH1_features_DeltaQFastCharge.json,2021.1.11.15,1.0691586000000002,0.6096047999999996,1.0758784,194523.33123779297,768.0,-2.0951647157310176,-2.437231450871454,-4.927912692488879,-1.101336936823674,0.2721507227736767,-2.165203931401619,35.99470520019531,29.012250900268555,-0.00019697820037105587,1.090377262543805,9.864848484883374e-06,1.074887101818178,0.01644374430179596,0.01676526479423046,-8.495897054672241e-05,1.07645405,EL150800460514,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,0,10,91,100,40,1,b1,b1c1,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000045_CH1_features_TrajectoryFastCharge.json,2021.1.11.15,257,1191,1191,1191,1191,1191,1191,EL150800460514,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,0,0.98,0.78,0.03
99,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000045_CH2_features_DeltaQFastCharge.json,2021.1.11.15,1.0725228999999998,0.6095681000000002,1.0806487,188133.18626708983,768.0,-1.9930164840394233,-2.394710431529255,-4.884226947661323,-1.6235161205155866,0.24369240449055826,-2.144150938410396,34.71226501464844,29.230636596679688,1.1204235003089303e-05,1.080604781179138,-3.3198787878766294e-05,1.0839882054545429,0.01676417887210846,0.017121972516179085,-0.00012544728815555573,1.081909,EL150800460486,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,1,10,91,100,40,2,b1,b1c2,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000045_CH2_features_TrajectoryFastCharge.json,2021.1.11.15,719,1180,1180,1180,1180,1180,1180,EL150800460486,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,1,0.98,0.78,0.03
100,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000045_CH3_features_DeltaQFastCharge.json,2021.1.11.15,1.0773673000000001,0.6111713999999997,1.0849537,188992.23017171223,768.0,-1.8054493408711114,-2.2531138724116953,-4.579193427993458,-0.6910883018931255,0.1531718665258584,-2.1555143031575406,35.127342224121094,29.26944351196289,1.541288930116841e-05,1.084524056545042,-3.9137575757557145e-05,1.088877870909089,0.016613183543086052,0.01696062460541725,-0.00011822953820228577,1.0856759,EL150800460623,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,2,10,91,100,40,3,b1,b1c3,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000045_CH3_features_TrajectoryFastCharge.json,2021.1.11.15,747,1178,1178,1178,1178,1178,1178,EL150800460623,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,2,0.98,0.78,0.03
101,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000046_CH31_features_DeltaQFastCharge.json,2021.1.11.15,1.0764788,0.6089068,1.0820729,213388.28013509116,665.5999755859375,-1.4988304225264761,-1.8138622004401572,-3.708895099047153,-1.1380909815309088,0.28009656567117835,-1.5674952193441376,37.75831604003906,29.78057861328125,-2.2433358070543932e-06,1.0830356657802511,-2.9464242424236658e-05,1.0850310509090901,0.01625094562768936,0.016811957582831383,-0.00013369135558605194,1.0835252999999998,EL150800460433,2017-05-12_TESTS\20170512-6C-30PER_3_6C.SDU,30,10,91,100,40,31,b1,b1c31,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000046_CH31_features_TrajectoryFastCharge.json,2021.1.11.15,492,742,833,889,892,892,892,EL150800460433,2017-05-12_TESTS\20170512-6C-30PER_3_6C.SDU,30,0.98,0.78,0.03
102,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000046_CH32_features_DeltaQFastCharge.json,2021.1.11.15,1.0765325000000001,0.608196,1.0817219999999999,208804.1744018555,665.5999755859375,-1.53027661634024,-1.862525640004476,-3.7945229641587184,-1.5976072689871785,0.27391330936162933,-1.5914052581110965,36.165897369384766,29.545927047729492,-2.8815572047086733e-06,1.0825530303854873,-1.9088484848499224e-05,1.0836114818181828,0.016472535207867622,0.017012277618050575,-9.180977940559387e-05,1.08292095,EL150800460477,2017-05-12_TESTS\20170512-6C-30PER_3_6C.SDU,31,10,91,100,40,32,b1,b1c32,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000046_CH32_features_TrajectoryFastCharge.json,2021.1.11.15,525,764,855,910,959,996,1016,EL150800460477,2017-05-12_TESTS\20170512-6C-30PER_3_6C.SDU,31,0.98,0.78,0.03
103,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000047_CH21_features_DeltaQFastCharge.json,2021.1.11.15,1.0718927,0.8871230999999999,1.0768993,231085.02860514322,588.7999877929688,-1.3407948011600987,-1.6871014311326022,-3.4484667976623684,-1.5913459986458114,0.25323594771682306,-1.3707762084913244,37.163726806640625,29.150012969970703,-3.7117087198516396e-05,1.0817020432488145,-0.0001263369696969613,1.0889998836363624,0.017165524885058403,0.017981208860874176,-0.0004633404314517975,1.08149365,el150800460603,2017-06-30_tests\20170630-4_65C_19per_4_85C.sdu,20,10,91,100,40,21,b2,b2c21,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000047_CH21_features_TrajectoryFastCharge.json,2021.1.11.15,209,332,394,433,460,479,497,el150800460603,2017-06-30_tests\20170630-4_65C_19per_4_85C.sdu,20,0.98,0.78,0.03
104,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000048_CH43_features_DeltaQFastCharge.json,2021.1.11.15,1.0803633999999998,0.5971403000000002,1.0857989,218770.50594482422,691.2000122070312,-1.5497476071512846,-1.8835909485415312,-3.856361032935395,-1.133131141524727,0.27323743748891366,-1.6451299102522843,38.38856887817383,30.003732681274414,-3.486295609152092e-06,1.0870500309420736,-4.171878787881386e-05,1.0899116454545477,0.016480760648846626,0.0168396458029747,-2.956390380859375e-05,1.0873998,EL150800463229,2017-05-12_TESTS\20170512-8C-15PER_3_6C.SDU,42,10,91,100,40,43,b1,b1c43,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000048_CH43_features_TrajectoryFastCharge.json,2021.1.11.15,483,694,791,852,902,944,968,EL150800463229,2017-05-12_TESTS\20170512-8C-15PER_3_6C.SDU,42,0.98,0.78,0.03
105,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000048_CH44_features_DeltaQFastCharge.json,2021.1.11.15,1.0760245000000002,0.6105556999999997,1.0821998,216550.88986816406,716.7999877929688,-1.5683315180086062,-1.9003178226354833,-3.885923687889887,-1.3265483929081625,0.2661159499465433,-1.6382559629902944,37.57667541503906,30.02129554748535,4.464556586264877e-06,1.0826014974232114,-2.6661818181795536e-05,1.0848596218181794,0.01655232161283493,0.016932552680373192,-9.706057608127594e-05,1.08310825,EL150800460647,2017-05-12_TESTS\20170512-8C-15PER_3_6C.SDU,43,10,91,100,40,44,b1,b1c44,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000048_CH44_features_TrajectoryFastCharge.json,2021.1.11.15,491,784,880,938,986,1030,1053,EL150800460647,2017-05-12_TESTS\20170512-8C-15PER_3_6C.SDU,43,0.98,0.78,0.03
106,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000049_CH37_features_DeltaQFastCharge.json,2021.1.11.15,1.0753652,0.8812929000000003,1.085385,237035.0132446289,588.7999877929688,-1.3360398871407946,-1.6843654732879758,-3.4108801036495597,-1.4316848174641648,0.27101866024626725,-1.4149572266497719,39.087947845458984,29.841800689697266,2.9958126159553826e-05,1.0835742452071728,-4.2181212121189464e-05,1.0893116945454517,0.020022187381982803,0.020373433828353882,-9.566172957420349e-05,1.0851375500000002,el150800460528,2017-06-30_tests\20170630-5_6C_25per_4_5C.sdu,36,10,91,100,40,37,b2,b2c37,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000049_CH37_features_TrajectoryFastCharge.json,2021.1.11.15,324,415,456,483,504,523,541,el150800460528,2017-06-30_tests\20170630-5_6C_25per_4_5C.sdu,36,0.98,0.78,0.03
107,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000050_CH32_features_DeltaQFastCharge.json,2021.1.11.15,1.0551282,0.5005892999999999,1.0570325,204157.41116129555,588.7999877929688,-1.5526313887255196,-1.9143191325184252,-3.8352058611104916,-0.8462130541189522,0.25871886134872435,-1.5789958775724495,37.973541259765625,31.405122756958008,-1.338115027830212e-05,1.0588060373118946,-4.199818181817762e-05,1.0612071781818178,0.01561475545167923,0.015919456258416176,-0.00020044296979904175,1.05886205,el150800737285,2018-04-12_batch8\20180412-5_9C_60per_3_1C_newstructure.sdu,31,10,91,100,40,32,b3,b3c32,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000050_CH32_features_TrajectoryFastCharge.json,2021.1.11.15,1004,1004,1004,1004,1004,1004,1004,el150800737285,2018-04-12_batch8\20180412-5_9C_60per_3_1C_newstructure.sdu,31,0.98,0.78,0.03
108,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000050_CH40_features_DeltaQFastCharge.json,2021.1.11.15,1.0674968,0.49139179999999993,1.0696827,159041.24042333983,614.4000244140625,-1.4491212145978085,-1.7734630031638863,-3.6084667200737943,-2.2789629187680926,0.27211884705101974,-1.5079220484188667,37.242977142333984,30.816335678100586,-6.38879035250942e-06,1.0710957122448974,-4.23587878787674e-05,1.0739345854545432,0.015812302008271217,0.016009245067834854,-4.937872290611267e-05,1.07139635,el150800737279,2018-04-12_batch8\20180412-5_9C_60per_3_1C_newstructure.sdu,39,10,91,100,40,40,b3,b3c40,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000050_CH40_features_TrajectoryFastCharge.json,2021.1.11.15,733,733,733,733,733,733,733,el150800737279,2018-04-12_batch8\20180412-5_9C_60per_3_1C_newstructure.sdu,39,0.98,0.78,0.03
109,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000051_CH15_features_DeltaQFastCharge.json,2021.1.11.15,1.0682120000000002,0.6085845999999999,1.076214,191310.18913574223,640.0,-1.5565384928001462,-1.8974678303096597,-3.848485943437775,-1.6430444948566676,0.26827302454038227,-1.617622693855857,37.81881332397461,29.76963233947754,3.0955470624609105e-05,1.0744744406101834,-2.174909090907336e-05,1.078360269090907,0.016649305820465088,0.017163436859846115,-0.00011196732521057129,1.0756579,EL150800463838,2017-05-12_TESTS\20170512-5_4C-60PER_3C.SDU,14,10,91,100,40,15,b1,b1c15,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000051_CH15_features_TrajectoryFastCharge.json,2021.1.11.15,491,679,737,783,827,866,882,EL150800463838,2017-05-12_TESTS\20170512-5_4C-60PER_3C.SDU,14,0.98,0.78,0.03
110,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000051_CH16_features_DeltaQFastCharge.json,2021.1.11.15,1.0585988000000002,0.5980448,1.0677376,191563.4704256,640.0,-1.5378570686490947,-1.8756491449735044,-3.802969067578865,-1.9844386679176993,0.2713733675030777,-1.6320033863972656,38.47616958618164,29.44137954711914,3.448171057513007e-05,1.0658403669964955,-2.3000000000020353e-05,1.0700348000000015,0.016542939469218254,0.017123110592365265,-0.00018941238522529602,1.0671579000000002,EL150800453113,2017-05-12_TESTS\20170512-5_4C-60PER_3C.SDU,15,10,91,100,40,16,b1,b1c16,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000051_CH16_features_TrajectoryFastCharge.json,2021.1.11.15,456,578,623,655,686,716,721,EL150800453113,2017-05-12_TESTS\20170512-5_4C-60PER_3C.SDU,15,0.98,0.78,0.03
111,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000052_CH41_features_DeltaQFastCharge.json,2021.1.11.15,1.0735563,0.8256265000000003,1.0794616000000001,236474.0707722982,588.7999877929688,-1.1946242537041765,-1.5152199752073134,-3.117776882705239,-1.0197391721244637,0.2869468854946182,-1.2911595591041765,39.39713668823242,29.52454948425293,-1.4395255411259095e-05,1.0819084556998557,-7.934060606058561e-05,1.087530947272725,0.016943704336881638,0.017504751682281494,-0.00044908933341503143,1.08228245,el150800460526,2017-06-30_tests\20170630-5_6C_5per_4_75C.sdu,40,10,91,100,40,41,b2,b2c41,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000052_CH41_features_TrajectoryFastCharge.json,2021.1.11.15,230,328,407,442,467,488,508,el150800460526,2017-06-30_tests\20170630-5_6C_5per_4_75C.sdu,40,0.98,0.78,0.03
112,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000053_CH42_features_DeltaQFastCharge.json,2021.1.11.15,1.0648383999999997,0.8848879000000001,1.0744017,233039.9620320638,588.7999877929688,-1.3096829507869099,-1.6659826166887484,-3.3622449027833863,-1.0693185709021127,0.26156053980911037,-1.3651917494438424,38.92290115356445,29.400104522705078,2.3281461966597977e-05,1.0734780784168212,-6.610303030304888e-05,1.0807620963636377,0.017491396516561508,0.017931127920746803,-0.0003046412020921707,1.0746541,el150800460513,2017-06-30_tests\20170630-5_6C_65per_3C.sdu,41,10,91,100,40,42,b2,b2c42,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000053_CH42_features_TrajectoryFastCharge.json,2021.1.11.15,251,336,370,393,410,424,438,el150800460513,2017-06-30_tests\20170630-5_6C_65per_3C.sdu,41,0.98,0.78,0.03
113,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000054_CH15_features_DeltaQFastCharge.json,2021.1.11.15,1.0651802,0.8834631000000002,1.0524901000000002,229204.0110961914,588.7999877929688,-1.1620794468761435,-1.4682465302292207,-3.01668319922398,-1.041082975538594,0.2858106222847332,-1.1999415654371461,38.29935073852539,29.188962936401367,-0.00020691593815708683,1.0752014827664398,-0.00028943636363634766,1.0810782963636345,0.015648871660232544,0.01703674905002117,-0.0011919531971216202,1.0712325,el150800460634,2017-06-30_tests\20170630-3_6C_30per_6C.sdu,14,10,91,100,40,15,b2,b2c15,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000054_CH15_features_TrajectoryFastCharge.json,2021.1.11.15,107,201,258,258,459,502,528,el150800460634,2017-06-30_tests\20170630-3_6C_30per_6C.sdu,14,0.98,0.78,0.03
114,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000055_CH20_features_DeltaQFastCharge.json,2021.1.11.15,1.0786781,0.8859812,1.0865527,233204.15875651044,614.4000244140625,-1.373750144542933,-1.7808899231988338,-3.5519565395490433,-0.39175630091730795,0.16707400582204693,-1.412406775357741,38.406009674072266,29.268983840942383,3.7085837971218374e-07,1.0878605904143475,-7.97278787878959e-05,1.094153374545456,0.017116760835051537,0.017673972994089127,-0.00014015287160873413,1.08856545,el150800460652,2017-06-30_tests\20170630-4_4C_8per_4_85C.sdu,19,10,91,100,40,20,b2,b2c20,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000055_CH20_features_TrajectoryFastCharge.json,2021.1.11.15,249,249,249,249,467,487,507,el150800460652,2017-06-30_tests\20170630-4_4C_8per_4_85C.sdu,19,0.98,0.78,0.03
115,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000056_CH11_features_DeltaQFastCharge.json,2021.1.11.15,1.0708591,0.884855,1.0761577,232788.1038614909,537.5999755859375,-1.1337639888747548,-1.4873960087071967,-3.071351764831355,-1.0022840821052734,0.27759839318864316,-1.3039511653955722,39.198795318603516,28.835935592651367,-7.192359925797469e-06,1.0783349654710368,-9.925151515149496e-05,1.0857608781818158,0.017209326848387718,0.01780419796705246,-0.00026001594960689545,1.0786243,el150800460602,2017-06-30_tests\20170629-2C_2per_5C.sdu,10,10,91,100,40,11,b2,b2c11,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000056_CH11_features_TrajectoryFastCharge.json,2021.1.11.15,219,323,370,398,416,431,447,el150800460602,2017-06-30_tests\20170629-2C_2per_5C.sdu,10,0.98,0.78,0.03
116,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000057_CH35_features_DeltaQFastCharge.json,2021.1.11.15,1.077118,0.6060182000000001,1.0814290000000002,212892.86902720004,614.4000244140625,-1.397163893003475,-1.7082606865744008,-3.5127630767084455,-0.9961509711130125,0.27716989886803034,-1.4976989425702236,37.48399353027344,30.457618713378906,-1.2034316635747936e-05,1.0833821057307766,-3.5661818181796554e-05,1.0849797018181795,0.015838004648685455,0.01614498719573021,-1.741945743560791e-05,1.08359475,EL150800460615,2017-05-12_TESTS\20170512-6C-50PER_3_6C.SDU,34,10,91,100,40,35,b1,b1c35,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000057_CH35_features_TrajectoryFastCharge.json,2021.1.11.15,394,560,607,640,669,694,711,EL150800460615,2017-05-12_TESTS\20170512-6C-50PER_3_6C.SDU,34,0.98,0.78,0.03
117,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000057_CH36_features_DeltaQFastCharge.json,2021.1.11.15,1.0917602,0.6070903000000001,1.0953952,196638.55683593752,640.0,-1.4064789710942438,-1.7281109709181488,-3.5373545138916795,-1.1882858935168563,0.27714016248299633,-1.4810510159103476,31.65890121459961,29.649641036987305,-2.192090538033438e-05,1.0981281957740667,-3.889757575755517e-05,1.0992670309090884,0.016684072092175484,0.01701471023261547,-5.4759904742240906e-05,1.0980303999999999,EL150800460481,2017-05-12_TESTS\20170512-6C-50PER_3_6C.SDU,35,10,91,100,40,36,b1,b1c36,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000057_CH36_features_TrajectoryFastCharge.json,2021.1.11.15,433,665,732,775,814,848,878,EL150800460481,2017-05-12_TESTS\20170512-6C-50PER_3_6C.SDU,35,0.98,0.78,0.03
